ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
26092744968,The Foundation For Young Australians,REG,21-27 Somerset Place,,Melbourne,VIC,3000,Melbourne,Large,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,"FYA exists to assist young Australians to reach their full potential. We do this by inspiring backing and connecting young people to opportunities to learn the skills required for the future, contribute to or lead change in their community or to help change the systems for young people in Australia. Our research into young people and the future of work provides a solid base for the programmatic work we do and also raises awareness in the community of the current issues facing young people and their futures, particularly in the future of work and the skills young people are going to need.Our research demonstrates the need for new approaches to work and skills for the future. Our programmatic work shows how these skills can be developed for young people and how young people are a vital resource who can lead and contribute to important change in our community so solve problems.The work we delivered across Australia in 2016 included: - Delivered 7 programs  - Released 3 new research reports with a media reach of over 11 million - Launched the FYA Hub. A Coworking space for young Entrepreneurs - Engaged with 23,000 young people face to face - And reached 540,000 peopleOur year in review on our website outlines the programs, events and initiatives we delivered in 2016 in detail http://www.fya.org.au/about-us/",N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,32,20,33,25,2404289,782516,3021358,6208163,3970299,10178462,5248682,6721,148185,0,4314896,9718484,459978,3826046,0,52229302,52229302,56055348,1629230,0,431483,431483,2060713,53994635,0,459978,Y,http://www.australianindustrystandards.org.au/
26107198149,Acocet Nominees Pty Ltd,REG,91 Bellara Drive,,Mooroolbark,VIC,3138,Yarra Ranges,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,Provide grants to churches to help support religious workers to propagate religion,N,N,N,N,N,N,N,N,N,N,N,N,Y,congregations of the church of Christ in Australia,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,7,0,18392,0,18392,56129,74521,0,0,21000,0,49513,70513,4008,0,0,0,0,493697,0,0,0,0,0,493697,0,0,N,
26112765927,The Trustee For Selby Scientific Foundation,REG,C/-McLean Delmo Bentleys,PO Box 582,Hawthorn,VIC,3122,Boroondara,Small,N,Higher education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,,Y,Y,N,N,N,N,Y,N,N,Provide money to education entities to provide various scholarships to students in the science and humanities faculties.,N,N,N,N,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,4000,89564,93564,0,93564,0,0,60000,0,19284,79284,14280,0,0,0,0,1384145,0,0,0,0,0,1384145,0,0,Y,http://fya.org.au
26167780642,Football Integration Development Association,REG,15,Dickens Street,Moonee Ponds,VIC,3039,Moonee Valley,Small,N,Sports,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Our funding grants assisted our clubs to provide access to Australian Rules football opportunities for players with an intellectual disability. We also assisted with the running of a National Carnival for players with an ID,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,D,D,0,0,0,10,0,2574,15380,17954,0,17954,0,0,4550,0,10953,15503,2451,0,0,0,0,74844,0,0,0,0,5450,69394,0,0,Y,
26198473934,The Trustee For The Calvert-jones Foundation,REG,Level 4,111 Collins Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Charitable Foundation which distributed the majority of its income for the financial year to organisations with DGR status.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,654821,654821,179603,834424,0,0,506517,0,50118,556635,277789,1020738,0,0,8147764,9168502,0,0,0,0,0,9168502,0,277789,N,
26239780877,The Trustee For Snowdome Foundation,REG,Suite 4,209 Toorak Road,South Yarra,VIC,3141,Stonnington,Large,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,"Raised funds from donors, government and fundraising events to support eligible Australian charities that accelerate new treatments for Australian blood cancer patients",Y,Y,Y,Y,Y,Y,Y,Y,N,"Snowdome's mission is to accelerate new treatments for Australians with blood cancer and bone marrow failure syndromes to help them live longer, better lives.Since 2010, Snowdome has been working hard to raise funds and direct them towards achieving our mission .  By the end of 2015-16 we had secured or directed a total of $11.8m.With these funds, we had made available critical infrastructure for 14 clinical trials which have already delivered new treatments to 242 Australian blood cancer patients. More information at http://www.snowdome.org.au/about-us/annual-reports/",Y,N,N,N,N,N,N,N,N,N,N,N,N,"Provided employment to staff in medical research - clinical trial research fellows, nurses, scientists, project managers",N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,3,0,50,0,1578989,1356405,2935394,42375,2977769,269678,0,936733,0,1022024,2228435,749334,2966461,0,49782,49782,3016243,41561,1932,0,1932,43493,2972750,0,749334,Y,http://snowdome.org.au
26251317740,Biccys Op Shop Supporters Inc,REG,148 Church Street,,Brighton,VIC,3186,Bayside,Small,N,Emergency relief,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,We distribute our funds (that is the surplus funds after expenses) to numerous charities/organisations that were in line with our philosophy/guidelines.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,59,0,0,79029,79029,561,79590,0,0,65000,0,9655,74655,4935,0,0,0,0,65734,0,0,0,0,0,65734,0,4935,N,
26403323495,Churches Of Christ In Victoria & Tasmania,REG,1st Floor,582 Heidelberg Road,Alphington,VIC,3078,Yarra,Large,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,Y,N,N,"Churches of Christ in Victoria and Tasmania exist to cultivate an environment where a diversity of healthy and growing churches can thrive; where imagination and experimentation are encouraged and honoured.  In this way, we can together participate in God's dream for the world: congregations and systems that serve them, thriving as the sign, foretaste and witness of God's kingdom in Jesus in the midst of continually changing environments.  Churches of Christ in Victoria and Tasmania is a movement of around 130 churches and mission agencies who, committed to the cause of Christ, want to effectively reach Victoria and Tasmania.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,8,8,0,25,0,17019,1729039,1746058,1434,1747492,837818,0,116752,0,670320,1624890,122602,2150676,0,77865,77865,2228541,154601,484648,0,484648,639249,1589292,0,122602,N,
26537099526,The Trustee For Hogan Family Foundation,REG,Summerhill Financial Management,"Suite 1309, 530 Little Collins Street",Melbourne,VIC,3000,Melbourne,Small,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,young people,N,N,N,N,N,N,Y,N,N,"access employment skills, coach and mentoring the young",N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,0,0,0,0,0,0,0,0,44276,44276,0,0,70000,0,42882,112882,-68606,0,0,0,0,862365,0,0,0,0,0,862365,0,0,Y,
26539374087,St Andrews Foundation,REG,Level 20,181 William St,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,providing grants to various organisations in line with the charitable purpose and the St Andrews Foundation Act & trust deed,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,14310,303058,317368,0,317368,0,0,230000,0,29694,259694,57674,5365877,0,0,0,5365877,6914,0,0,0,6914,5358963,0,57674,Y,http://standrewsfoundation.com.au/
26752880751,The Trustee For The Andrews Foundation,REG,PO Box 7106,,Dandenong,VIC,3175,Greater Dandenong,Medium,N,Grant-making activities,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The charity made numerous grants to assist charities in its areas of interest,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,314725,314725,0,314725,0,0,401010,0,451430,852440,-537715,4277456,0,0,10524499,14801955,256294,0,0,0,256294,14545661,0,-537715,N,
26763239376,The Christian Community In Australia Melbourne Inc,REG,319 Auburn Rd,,Hawthorn East,VIC,3122,Boroondara,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"To advance awareness and meaning of religion to people of all ages, we celebrate services three times a week, hold children's services once a month, celebrate sacraments (births, confirmations, marriages, last anointings) as well as funerals, memorial services and the festivals of the Christian year.  We conduct study groups, groups to understand death and dying, host an annual conference and weekly and monthly talks.  We also have various youth programs, camps and a playgroup.  The priest meets with schools and also counsels people who request a consultation.Celebrating the sacraments are the backbone of religious life.  Study groups and talks help people with the intellectual understanding of what is happening spiritually and helps them to deepen their spiritual practice.  Supporting individuals and groups in their need helps them to see the spirit behind what is happening to them in their physical lives.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,0,0,30,0,101731,41095,142826,0,142826,0,0,15000,0,97114,112114,30712,0,0,0,0,845846,0,0,0,0,202888,642958,0,0,N,
26865216076,Flying Fox Services Limited,REG,33B Carlingford Street,,Elsternwick,VIC,3185,Glen Eira,Small,N,Social services,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Respite camps for people for disabilities,N,N,N,N,N,N,Y,N,N,Respite camps for people with disabilities,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,1,3,0,150,0,300875,46727,347602,0,347602,0,0,69315,0,147503,216818,130784,0,0,0,0,152700,0,0,0,0,0,152700,0,130784,Y,
26922788278,Victorian Aboriginal Education Association Incorporated,REG,144 Westbourne Grove,,Northcote,VIC,3070,Darebin,Large,N,Employment and training,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"VAEAI, as the peak state-wide Koorie community-controlled organisation continues to play an important role in advocacy, advisory and program delivery for Koorie education and training in Victoria. VAEAI is a state-wide Korrie Community organisation consisting of eight regions. The basic principle of VAEAI is local community control and the LAECGs are the foundation of this principle. LAECGs are voluntary bodies made up of a broad range of local Koorie community members. The members of LAECGs are dedicated to improving the education opportunities of Koorie people.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,21,2,0,25,2877905,0,174215,3052120,0,3052120,1684488,0,14236,0,1339490,3038214,13906,835825,0,1413451,1413451,2249276,544929,675000,25373,700373,1245302,1003974,0,13906,Y,
